study_no,reference,lat,long,data_type,study_age,reps,checkcrop,cropseq_simp,rotlength_simp,speciesno_simp,bio_simp,den_simp,cropseq_div,rotlength_div,speciesno_div,bio_div,den_div,sys_tillage,sys_weedmgmt,weedmsmt_unit,peren_divYN,fallow_simpYN,PISD_diff,PICV_diff
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,W,W,1,1,NA,728.1,M-Sb-W,3,3,NA,173.2,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,W,W,1,1,NA,831.4,M-Sb-W,3,3,NA,285.8,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,W,W,1,1,NA,449.7,M-Sb-W,3,3,NA,62.6,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,W,W,1,1,NA,26,M-Sb-W,3,3,NA,2.7,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,W,W,1,1,NA,525.6,M-Sb-W,3,3,NA,404.4,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,W,W,1,1,NA,260.5,M-Sb-W,3,3,NA,4,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,W,W,1,1,NA,727.5,M-Sb-W,3,3,NA,354.4,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,M,M,1,1,NA,19.7,Sb-M,2,2,NA,6.2,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,M,M,1,1,NA,33.8,Sb-M,2,2,NA,41.2,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,M,M,1,1,NA,75,Sb-M,2,2,NA,8.5,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,M,M,1,1,NA,129.7,Sb-M,2,2,NA,81.6,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,M,M,1,1,NA,40.3,Sb-M,2,2,NA,25.5,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,M,M,1,1,NA,96.2,Sb-M,2,2,NA,47,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,M,M,1,1,NA,167,Sb-M,2,2,NA,110.3,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,M,M,1,1,NA,32,Sb-M,2,2,NA,18.5,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,M,M,1,1,NA,19.7,Sb-W-M,3,3,NA,27.1,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,M,M,1,1,NA,33.8,Sb-W-M,3,3,NA,43.6,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,M,M,1,1,NA,75,Sb-W-M,3,3,NA,34.3,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,M,M,1,1,NA,129.7,Sb-W-M,3,3,NA,65.6,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,M,M,1,1,NA,40.3,Sb-W-M,3,3,NA,46.4,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,M,M,1,1,NA,96.2,Sb-W-M,3,3,NA,202.2,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,M,M,1,1,NA,167,Sb-W-M,3,3,NA,95.5,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,M,M,1,1,NA,32,Sb-W-M,3,3,NA,96.1,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,Sb,Sb,1,1,NA,13.5,M-Sb,2,2,NA,51.4,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,Sb,Sb,1,1,NA,8.8,M-Sb,2,2,NA,33.3,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,Sb,Sb,1,1,NA,1,M-Sb,2,2,NA,1,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,Sb,Sb,1,1,NA,5.4,M-Sb,2,2,NA,61.8,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,Sb,Sb,1,1,NA,41.1,M-Sb,2,2,NA,97.5,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,Sb,Sb,1,1,NA,3.3,M-Sb,2,2,NA,20.5,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,Sb,Sb,1,1,NA,26.8,M-Sb,2,2,NA,21.9,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,Sb,Sb,1,1,NA,15.9,M-Sb,2,2,NA,38,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,Sb,Sb,1,1,NA,13.5,W-M-Sb,3,3,NA,61.2,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,Sb,Sb,1,1,NA,8.8,W-M-Sb,3,3,NA,11.2,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,Sb,Sb,1,1,NA,1,W-M-Sb,3,3,NA,1,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,Sb,Sb,1,1,NA,5.4,W-M-Sb,3,3,NA,88.8,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,Sb,Sb,1,1,NA,41.1,W-M-Sb,3,3,NA,102.4,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,Sb,Sb,1,1,NA,3.3,W-M-Sb,3,3,NA,16.8,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,Sb,Sb,1,1,NA,26.8,W-M-Sb,3,3,NA,80.7,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,Sb,Sb,1,1,NA,15.9,W-M-Sb,3,3,NA,22.1,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,W,W,1,1,NA,604.8,Sb-W,2,2,NA,590.3,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,W,W,1,1,NA,495.8,Sb-W,2,2,NA,380.6,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,W,W,1,1,NA,588.4,Sb-W,2,2,NA,645.9,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,W,W,1,1,NA,479.3,Sb-W,2,2,NA,594.5,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,W,W,1,1,NA,110.9,Sb-W,2,2,NA,226.3,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,W,W,1,1,NA,837.1,Sb-W,2,2,NA,1010.2,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,W,W,1,1,NA,497.8,Sb-W,2,2,NA,872.2,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,W,W,1,1,NA,604.7,Sb-W,2,2,NA,720,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,W,W,1,1,NA,604.8,M-Sb-W,3,3,NA,863.9,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,W,W,1,1,NA,495.8,M-Sb-W,3,3,NA,423.7,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,W,W,1,1,NA,588.4,M-Sb-W,3,3,NA,545.2,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,W,W,1,1,NA,479.3,M-Sb-W,3,3,NA,1372.2,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,W,W,1,1,NA,110.9,M-Sb-W,3,3,NA,110.9,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,W,W,1,1,NA,837.1,M-Sb-W,3,3,NA,1211.6,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,W,W,1,1,NA,497.8,M-Sb-W,3,3,NA,238.6,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,W,W,1,1,NA,604.7,M-Sb-W,3,3,NA,1843.2,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,M,M,1,1,NA,459.4,Sb-M,2,2,NA,322.8,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,M,M,1,1,NA,226.2,Sb-M,2,2,NA,170.3,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,M,M,1,1,NA,998.4,Sb-M,2,2,NA,657.1,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,M,M,1,1,NA,386.6,Sb-M,2,2,NA,318.3,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,M,M,1,1,NA,240.3,Sb-M,2,2,NA,283.8,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,M,M,1,1,NA,869.8,Sb-M,2,2,NA,565.7,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,M,M,1,1,NA,810.4,Sb-M,2,2,NA,400.7,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,M,M,1,1,NA,1458.6,Sb-M,2,2,NA,986.9,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,M,M,1,1,NA,459.4,Sb-W-M,3,3,NA,428.3,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,M,M,1,1,NA,226.2,Sb-W-M,3,3,NA,250.9,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,M,M,1,1,NA,998.4,Sb-W-M,3,3,NA,563.9,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,M,M,1,1,NA,386.6,Sb-W-M,3,3,NA,206.7,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,M,M,1,1,NA,240.3,Sb-W-M,3,3,NA,283.8,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,M,M,1,1,NA,869.8,Sb-W-M,3,3,NA,1161.6,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,M,M,1,1,NA,810.4,Sb-W-M,3,3,NA,326.3,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,M,M,1,1,NA,1458.6,Sb-W-M,3,3,NA,763.4,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,Sb,Sb,1,1,NA,111,M-Sb,2,2,NA,154.2,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,Sb,Sb,1,1,NA,310.1,M-Sb,2,2,NA,365.7,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,Sb,Sb,1,1,NA,348.9,M-Sb,2,2,NA,281.1,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,Sb,Sb,1,1,NA,387.7,M-Sb,2,2,NA,498.7,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,Sb,Sb,1,1,NA,321.6,M-Sb,2,2,NA,346.3,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,Sb,Sb,1,1,NA,329.5,M-Sb,2,2,NA,434.3,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,Sb,Sb,1,1,NA,590.3,M-Sb,2,2,NA,571.8,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,Sb,Sb,1,1,NA,191.2,M-Sb,2,2,NA,172.7,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,Sb,Sb,1,1,NA,111,W-M-Sb,3,3,NA,487.2,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,Sb,Sb,1,1,NA,310.1,W-M-Sb,3,3,NA,143.6,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,Sb,Sb,1,1,NA,348.9,W-M-Sb,3,3,NA,755.9,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,Sb,Sb,1,1,NA,387.7,W-M-Sb,3,3,NA,862.6,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,Sb,Sb,1,1,NA,321.6,W-M-Sb,3,3,NA,340.1,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,Sb,Sb,1,1,NA,329.5,W-M-Sb,3,3,NA,348,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,Sb,Sb,1,1,NA,590.3,W-M-Sb,3,3,NA,904.8,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,Sb,Sb,1,1,NA,191.2,W-M-Sb,3,3,NA,203.5,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,875.5,Sb-M,2,2,NA,643.5,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,875.5,Sb-M,2,2,NA,737.9,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,875.5,Sb-W-M,3,3,NA,497.9,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,875.5,Sb-W-M,3,3,NA,615.7,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,875.5,Sb-W-M,3,3,NA,718,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,470,M-Sb,2,2,NA,643.5,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,470,M-Sb,2,2,NA,737.9,tilled,none,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,470,W-Sb,2,2,NA,449.6,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,470,W-Sb,2,2,NA,653.4,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,470,W-M-Sb,3,3,NA,497.9,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,470,W-M-Sb,3,3,NA,615.7,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,470,W-M-Sb,3,3,NA,718,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,392.7,Sb-W,2,2,NA,449.6,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,392.7,Sb-W,2,2,NA,653.4,tilled,none,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,392.7,M-Sb-W,3,3,NA,497.9,tilled,none,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,392.7,M-Sb-W,3,3,NA,615.7,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,392.7,M-Sb-W,3,3,NA,718,tilled,none,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,363.3,Sb-M,2,2,NA,171.1,tilled,mechanical,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,363.3,Sb-M,2,2,NA,330,tilled,mechanical,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,363.3,Sb-W-M,3,3,NA,342.2,tilled,mechanical,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,363.3,Sb-W-M,3,3,NA,304.2,tilled,mechanical,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,363.3,Sb-W-M,3,3,NA,219,tilled,mechanical,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,113.1,M-Sb,2,2,NA,718,tilled,mechanical,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,113.1,M-Sb,2,2,NA,171.1,tilled,mechanical,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,113.1,W-Sb,2,2,NA,315.7,tilled,mechanical,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,113.1,W-Sb,2,2,NA,529.7,tilled,mechanical,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,113.1,W-M-Sb,3,3,NA,330,tilled,mechanical,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,113.1,W-M-Sb,3,3,NA,342.2,tilled,mechanical,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,113.1,W-M-Sb,3,3,NA,304.2,tilled,mechanical,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,193.3,Sb-W,2,2,NA,315.7,tilled,mechanical,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,193.3,Sb-W,2,2,NA,529.7,tilled,mechanical,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,193.3,M-Sb-W,3,3,NA,330,tilled,mechanical,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,193.3,M-Sb-W,3,3,NA,342.2,tilled,mechanical,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,193.3,M-Sb-W,3,3,NA,304.2,tilled,mechanical,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,87.3,Sb-M,2,2,NA,89.5,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,87.3,Sb-M,2,2,NA,90.2,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,87.3,Sb-W-M,3,3,NA,100.2,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,87.3,Sb-W-M,3,3,NA,77.3,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,M,M,1,1,NA,87.3,Sb-W-M,3,3,NA,101.6,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,64.4,M-Sb,2,2,NA,89.5,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,64.4,M-Sb,2,2,NA,90.2,tilled,herbicides,community,N,N,1.4142135623730951,0.11785113019775793
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,64.4,W-Sb,2,2,NA,51.5,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,64.4,W-Sb,2,2,NA,28.6,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,64.4,W-M-Sb,3,3,NA,100.2,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,64.4,W-M-Sb,3,3,NA,77.3,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,Sb,Sb,1,1,NA,64.4,W-M-Sb,3,3,NA,101.6,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,25.5,Sb-W,2,2,NA,51.5,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,25.5,Sb-W,2,2,NA,28.6,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,25.5,M-Sb-W,3,3,NA,100.2,tilled,herbicides,community,N,N,4.58257569495584,0.57282196186948
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,25.5,M-Sb-W,3,3,NA,77.3,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
20,"Doucet et al., 1999",42.229839,-82.842511,LAST,10,3,W,W,1,1,NA,25.5,M-Sb-W,3,3,NA,101.6,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
21,"Eiszner et al., 1996",12.545447,-86.983274,AVG,3.5,4,Sb,Sb,1,1,117,158,C-Sb,2,2,137,110,tilled,IC,community,N,N,NA,NA
21,"Eiszner et al., 1996",12.545447,-86.983274,AVG,3.5,4,Sb,Sb,1,1,143,181,C-Sb,2,2,145,271,tilled,IC,community,N,N,NA,NA
21,"Eiszner et al., 1996",12.545447,-86.983274,AVG,3.5,4,Sb,Sb,1,1,93,130,C-Sb,2,2,125,133,tilled,IC,community,N,N,NA,NA
21,"Eiszner et al., 1996",12.545447,-86.983274,AVG,3.5,4,Sb,Sb,1,1,170,242,C-Sb,2,2,141,238,tilled,IC,community,N,N,NA,NA
